data_venda,cliente,loja,produto,categoria,quantidade,preco_unitario,custo_unitario,cidade,estado,regiao,forma_pagamento
2024-01-29,Cliente 13,Loja Norte,Mouse,Eletrônicos,2,1709.32,1267.18,Goiânia,GO,Sul,Débito
2024-10-27,Cliente 78,Loja Norte,Notebook,Eletrônicos,6,1056.97,556.02,Brasília,DF,nordeste,Boleto
2023-03-31,Cliente 57,Loja Leste,Notebook,Eletrônicos,1,2225.09,1725.36,Belo Horizonte,MG,centro-oeste,Crédito
2024-05-12,Cliente 186,Loja Leste,Teclado,Eletrônicos,1,2052.21,1598.55,Rio de Janeiro,RJ,Centro-Oeste,Boleto
2024-04-12,Cliente 97,Loja Sul,Celular,Eletrônicos,4,2993.93,1804.2,Fortaleza,CE,Nordeste,Pix
2024-05-31,Cliente 29,Loja Oeste,Cadeira,Móveis,10,3105.41,1746.51,Salvador,BA,Nordeste,Pix
2024-01-26,Cliente 160,Loja Norte,Monitor,Eletrônicos,2,422.18,217.49,Salvador,BA,CENTRO-OESTE,Pix
2023-05-19,Cliente 50,Loja Norte,Mesa,Móveis,4,2887.92,1909.51,Curitiba,PR,Sul,Crédito
2023-11-19,Cliente 87,Loja Centro,Monitor,Eletrônicos,2,1124.07,782.86,Salvador,BA,Centro-Oeste,Crédito
2024-03-08,Cliente 4,Loja Leste,Teclado,Eletrônicos,5,109.91,59.53,Recife,PE,Centro-Oeste,Pix
2024-06-03,Cliente 123,Loja Leste,Mouse,Eletrônicos,2,2624.91,1546.3,Salvador,BA,SUDESTE,Crédito
2023-09-19,Cliente 170,Loja Norte,Impressora,Eletrônicos,9,3445.04,2481.9,Porto Alegre,RS,Centro-Oeste,Boleto
2024-08-03,Cliente 84,Loja Leste,Monitor,Eletrônicos,3,2061.81,1064.11,São Paulo,SP,SUDESTE,Pix
2024-01-05,Cliente 130,Loja Oeste,Teclado,Eletrônicos,3,839.67,620.75,São Paulo,SP,Sul,Boleto
2023-09-28,Cliente 136,Loja Oeste,Celular,Eletrônicos,3,1341.13,743.28,Rio de Janeiro,RJ,CENTRO-OESTE,Crédito
2023-03-26,Cliente 99,Loja Sul,Webcam,Acessórios,5,2914.02,1770.18,Goiânia,GO,CENTRO-OESTE,Crédito
2023-10-28,Cliente 77,Loja Leste,Webcam,Acessórios,6,2934.93,1814.01,Porto Alegre,RS,SUL,Pix
2024-01-15,Cliente 44,Loja Sul,Teclado,Eletrônicos,10,70.37,40.63,Curitiba,PR,SUDESTE,Boleto
2023-01-10,Cliente 18,Loja Oeste,Celular,Eletrônicos,6,1189.31,770.81,Brasília,DF,CENTRO-OESTE,Boleto
2024-12-02,Cliente 78,Loja Leste,Celular,Eletrônicos,6,2687.52,1444.49,Goiânia,GO,Centro-Oeste,Crédito
2023-12-18,Cliente 12,Loja Norte,Webcam,Acessórios,7,1740.82,1266.67,Curitiba,PR,centro-oeste,Crédito
2023-02-03,Cliente 163,Loja Leste,Notebook,Eletrônicos,2,1641.92,1264.43,Porto Alegre,RS,Sul,Pix
2024-11-10,Cliente 77,Loja Centro,Impressora,Eletrônicos,4,415.17,219.76,São Paulo,SP,Centro-Oeste,Débito
2023-07-01,Cliente 125,Loja Sul,Mouse,Eletrônicos,5,1257.67,750.93,Recife,PE,SUL,Débito
2024-05-16,Cliente 176,Loja Oeste,Fone de Ouvido,Acessórios,3,2672.97,1941.47,Curitiba,PR,Nordeste,Crédito
2024-06-04,Cliente 18,Loja Sul,Mesa,Móveis,7,3180.08,1963.31,São Paulo,SP,Nordeste,Boleto
2023-03-24,Cliente 108,Loja Leste,Mouse,Eletrônicos,6,2933.69,2062.98,Salvador,BA,centro-oeste,Pix
2024-02-02,Cliente 65,Loja Leste,Notebook,Eletrônicos,4,1500.99,1086.54,Goiânia,GO,Sudeste,Pix
2023-03-15,Cliente 57,Loja Norte,Webcam,Acessórios,6,461.99,288.28,Salvador,BA,CENTRO-OESTE,Pix
2023-03-18,Cliente 131,Loja Norte,Impressora,Eletrônicos,3,504.36,389.31,Curitiba,PR,Nordeste,Boleto
2023-05-29,Cliente 165,Loja Leste,Webcam,Acessórios,2,2097.43,1100.01,Recife,PE,CENTRO-OESTE,Boleto
2024-06-22,Cliente 124,Loja Oeste,Cadeira,Móveis,7,2050.08,1365.42,Brasília,DF,centro-oeste,Boleto
2023-12-22,Cliente 42,Loja Leste,Monitor,Eletrônicos,10,1515.76,859.95,Rio de Janeiro,RJ,Sudeste,Pix
2023-07-04,Cliente 196,Loja Sul,Monitor,Eletrônicos,10,3068.93,2445.23,Recife,PE,CENTRO-OESTE,Crédito
2023-05-18,Cliente 124,Loja Sul,Impressora,Eletrônicos,3,860.96,673.6,Porto Alegre,RS,nordeste,Crédito
2024-09-12,Cliente 24,Loja Oeste,Mouse,Eletrônicos,7,753.11,400.94,Fortaleza,CE,centro-oeste,Boleto
2023-12-21,Cliente 58,Loja Leste,Monitor,Eletrônicos,1,2937.15,1788.27,Fortaleza,CE,Sudeste,Boleto
2024-03-03,Cliente 121,Loja Norte,Teclado,Eletrônicos,4,91.64,51.0,Belo Horizonte,MG,Nordeste,Boleto
2024-09-14,Cliente 134,Loja Sul,Celular,Eletrônicos,7,2190.18,1285.2,Salvador,BA,sudeste,Crédito
2024-04-25,Cliente 53,Loja Centro,Cadeira,Móveis,1,798.95,577.92,São Paulo,SP,Sul,Débito
2024-12-12,Cliente 98,Loja Norte,Cadeira,Móveis,3,2497.6,1477.04,Brasília,DF,Nordeste,Débito
2024-12-08,Cliente 193,Loja Norte,Monitor,Eletrônicos,7,328.98,219.44,Salvador,BA,Sudeste,Débito
2024-08-19,Cliente 85,Loja Oeste,Fone de Ouvido,Acessórios,7,3006.47,2109.88,São Paulo,SP,nordeste,Débito
2024-11-11,Cliente 17,Loja Centro,Mouse,Eletrônicos,6,739.55,513.86,Brasília,DF,sudeste,Débito
2023-08-03,Cliente 164,Loja Leste,Fone de Ouvido,Acessórios,8,1721.27,1171.96,Rio de Janeiro,RJ,nordeste,Boleto
2023-11-08,Cliente 123,Loja Norte,Impressora,Eletrônicos,7,2295.71,1794.22,Curitiba,PR,centro-oeste,Crédito
2024-06-11,Cliente 72,Loja Sul,Monitor,Eletrônicos,7,3333.22,1992.97,Belo Horizonte,MG,Sudeste,Débito
2024-11-10,Cliente 154,Loja Sul,Monitor,Eletrônicos,10,219.91,121.37,Fortaleza,CE,Sudeste,Débito
2024-11-13,Cliente 191,Loja Centro,Celular,Eletrônicos,4,1240.37,876.38,Salvador,BA,Sul,Débito
2024-12-06,Cliente 85,Loja Leste,Cadeira,Móveis,3,2966.71,1882.27,Salvador,BA,Centro-Oeste,Crédito
2023-09-13,Cliente 14,Loja Sul,Webcam,Acessórios,1,2855.86,2137.61,Salvador,BA,nordeste,Boleto
2024-02-12,Cliente 85,Loja Norte,Fone de Ouvido,Acessórios,8,2774.42,1491.92,São Paulo,SP,SUL,Pix
2024-09-05,Cliente 130,Loja Norte,Fone de Ouvido,Acessórios,2,1776.72,973.63,Goiânia,GO,centro-oeste,Débito
2024-03-28,Cliente 128,Loja Leste,Notebook,Eletrônicos,6,466.77,315.6,Rio de Janeiro,RJ,SUL,Crédito
2024-02-28,Cliente 89,Loja Norte,Monitor,Eletrônicos,2,1458.32,883.18,Recife,PE,centro-oeste,Débito
2024-11-03,Cliente 69,Loja Oeste,Teclado,Eletrônicos,2,2946.9,2052.97,Recife,PE,Sudeste,Débito
2023-10-31,Cliente 49,Loja Sul,Webcam,Acessórios,9,3002.69,2024.17,Porto Alegre,RS,Nordeste,Boleto
2024-07-09,Cliente 138,Loja Leste,Celular,Eletrônicos,7,315.04,240.82,Recife,PE,Nordeste,Pix
2024-08-31,Cliente 89,Loja Leste,Notebook,Eletrônicos,10,2985.31,2117.28,São Paulo,SP,Centro-Oeste,Débito
2024-01-09,Cliente 194,Loja Oeste,Teclado,Eletrônicos,10,2454.53,1943.72,Curitiba,PR,Sul,Boleto
2024-10-14,Cliente 118,Loja Centro,Notebook,Eletrônicos,10,2741.68,1442.37,Rio de Janeiro,RJ,nordeste,Boleto
2024-12-23,Cliente 136,Loja Leste,Mouse,Eletrônicos,6,2366.17,1473.96,Brasília,DF,centro-oeste,Crédito
2023-08-17,Cliente 163,Loja Norte,Celular,Eletrônicos,1,2357.85,1199.49,Belo Horizonte,MG,centro-oeste,Crédito
2024-03-13,Cliente 102,Loja Leste,Mouse,Eletrônicos,1,2666.31,1795.37,Belo Horizonte,MG,nordeste,Débito
2023-10-30,Cliente 199,Loja Sul,Celular,Eletrônicos,1,737.73,467.09,Belo Horizonte,MG,centro-oeste,Débito
2023-04-14,Cliente 149,Loja Centro,Impressora,Eletrônicos,7,1716.4,1095.06,Salvador,BA,Nordeste,Boleto
2024-08-26,Cliente 105,Loja Leste,Mesa,Móveis,5,2944.53,2220.04,Fortaleza,CE,Centro-Oeste,Crédito
2023-09-07,Cliente 20,Loja Leste,Mesa,Móveis,7,2874.52,1610.79,Porto Alegre,RS,SUL,Crédito
2024-10-31,Cliente 137,Loja Leste,Webcam,Acessórios,5,3457.68,2656.47,Salvador,BA,Sul,Crédito
2023-06-14,Cliente 85,Loja Norte,Mesa,Móveis,9,1529.2,821.72,Brasília,DF,sudeste,Débito
2023-11-20,Cliente 70,Loja Leste,Webcam,Acessórios,7,2944.96,1843.17,Belo Horizonte,MG,centro-oeste,Crédito
2023-04-03,Cliente 200,Loja Sul,Notebook,Eletrônicos,6,1829.1,1082.38,Goiânia,GO,nordeste,Crédito
2023-01-27,Cliente 19,Loja Oeste,Mesa,Móveis,8,2701.55,1361.31,Goiânia,GO,Sudeste,Crédito
2024-02-06,Cliente 113,Loja Norte,Celular,Eletrônicos,9,1797.31,1071.32,Curitiba,PR,SUL,Boleto
2024-08-10,Cliente 163,Loja Centro,Cadeira,Móveis,7,2648.67,1508.66,Curitiba,PR,centro-oeste,Pix
2024-08-12,Cliente 97,Loja Leste,Mouse,Eletrônicos,2,2031.6,1209.59,Curitiba,PR,sudeste,Débito
2023-05-09,Cliente 170,Loja Oeste,Teclado,Eletrônicos,4,3358.75,2032.2,Rio de Janeiro,RJ,SUL,Débito
2024-11-02,Cliente 11,Loja Norte,Mesa,Móveis,2,348.72,268.83,Rio de Janeiro,RJ,Nordeste,Pix
2023-03-06,Cliente 47,Loja Sul,Notebook,Eletrônicos,5,622.88,419.34,Goiânia,GO,CENTRO-OESTE,Boleto
2023-05-23,Cliente 64,Loja Oeste,Webcam,Acessórios,10,175.41,123.66,Goiânia,GO,centro-oeste,Boleto
2024-10-09,Cliente 100,Loja Norte,Impressora,Eletrônicos,7,2991.42,1528.26,Fortaleza,CE,centro-oeste,Pix
2024-09-18,Cliente 121,Loja Oeste,Mouse,Eletrônicos,5,107.6,60.66,Curitiba,PR,Sul,Boleto
2023-07-21,Cliente 105,Loja Norte,Cadeira,Móveis,4,123.65,65.53,Porto Alegre,RS,SUDESTE,Débito
2023-09-06,Cliente 131,Loja Norte,Webcam,Acessórios,1,672.24,487.8,Fortaleza,CE,Sudeste,Boleto
2023-05-01,Cliente 57,Loja Norte,Mouse,Eletrônicos,5,1979.38,1316.84,Salvador,BA,sudeste,Crédito
2024-04-04,Cliente 104,Loja Leste,Celular,Eletrônicos,7,244.86,154.58,Brasília,DF,Centro-Oeste,Crédito
2023-02-04,Cliente 59,Loja Centro,Webcam,Acessórios,9,1956.72,1057.47,Belo Horizonte,MG,SUDESTE,Boleto
2023-07-10,Cliente 61,Loja Centro,Mesa,Móveis,5,165.56,107.79,Fortaleza,CE,Sul,Boleto
2024-08-31,Cliente 165,Loja Norte,Notebook,Eletrônicos,8,1736.37,1119.35,Recife,PE,SUL,Boleto
2023-03-07,Cliente 49,Loja Leste,Teclado,Eletrônicos,6,1228.53,938.76,Recife,PE,SUL,Boleto
2023-11-20,Cliente 59,Loja Leste,Celular,Eletrônicos,6,376.87,272.68,Porto Alegre,RS,Nordeste,Débito
2024-06-14,Cliente 137,Loja Norte,Mesa,Móveis,5,3405.34,2006.26,Fortaleza,CE,Nordeste,Débito
2024-06-17,Cliente 94,Loja Centro,Impressora,Eletrônicos,10,3386.64,2411.83,Goiânia,GO,sudeste,Crédito
2024-07-10,Cliente 89,Loja Centro,Mesa,Móveis,8,3131.38,2305.33,Recife,PE,Nordeste,Boleto
2024-01-13,Cliente 16,Loja Leste,Impressora,Eletrônicos,7,1755.84,897.45,Porto Alegre,RS,centro-oeste,Crédito
2023-03-11,Cliente 150,Loja Norte,Webcam,Acessórios,4,1788.82,1006.85,Brasília,DF,SUL,Boleto
2024-03-14,Cliente 14,Loja Norte,Mesa,Móveis,3,2669.94,1591.31,São Paulo,SP,SUL,Pix
2024-08-14,Cliente 39,Loja Norte,Impressora,Eletrônicos,4,2996.68,2197.25,Curitiba,PR,SUL,Pix
2023-11-21,Cliente 87,Loja Leste,Teclado,Eletrônicos,6,1609.64,968.52,Porto Alegre,RS,centro-oeste,Débito
2023-07-27,Cliente 43,Loja Sul,Impressora,Eletrônicos,9,1926.51,1439.42,Curitiba,PR,SUDESTE,Boleto
2024-02-04,Cliente 198,Loja Norte,Mouse,Eletrônicos,2,2344.57,1698.01,Recife,PE,centro-oeste,Boleto
2023-07-04,Cliente 56,Loja Leste,Webcam,Acessórios,5,1710.84,1226.68,Fortaleza,CE,Sudeste,Débito
2024-12-12,Cliente 48,Loja Leste,Fone de Ouvido,Acessórios,5,1670.06,1214.51,Salvador,BA,centro-oeste,Crédito
2024-08-08,Cliente 72,Loja Centro,Webcam,Acessórios,2,2798.01,1529.13,Curitiba,PR,SUDESTE,Débito
2024-02-06,Cliente 48,Loja Sul,Teclado,Eletrônicos,1,3041.29,2217.97,Brasília,DF,Sul,Pix
2023-03-07,Cliente 139,Loja Oeste,Mouse,Eletrônicos,6,997.28,608.76,Brasília,DF,SUDESTE,Pix
2023-02-22,Cliente 60,Loja Sul,Fone de Ouvido,Acessórios,4,345.11,251.84,Brasília,DF,nordeste,Débito
2023-07-15,Cliente 84,Loja Sul,Notebook,Eletrônicos,3,1792.55,1128.1,Curitiba,PR,CENTRO-OESTE,Crédito
2024-01-25,Cliente 93,Loja Leste,Cadeira,Móveis,10,2855.97,1896.36,Fortaleza,CE,sudeste,Boleto
2023-06-01,Cliente 200,Loja Sul,Fone de Ouvido,Acessórios,7,2307.14,1217.51,Goiânia,GO,Sudeste,Boleto
2023-10-27,Cliente 161,Loja Norte,Teclado,Eletrônicos,7,3179.92,1889.25,Brasília,DF,SUL,Boleto
2023-06-29,Cliente 54,Loja Centro,Impressora,Eletrônicos,9,2892.82,2264.92,São Paulo,SP,CENTRO-OESTE,Débito
2024-10-28,Cliente 164,Loja Sul,Mesa,Móveis,8,660.97,449.06,Brasília,DF,nordeste,Boleto
2023-01-17,Cliente 142,Loja Sul,Monitor,Eletrônicos,4,319.22,178.99,Recife,PE,nordeste,Crédito
2023-06-05,Cliente 132,Loja Centro,Mouse,Eletrônicos,3,2617.56,2068.49,Fortaleza,CE,Sul,Débito
2023-10-18,Cliente 171,Loja Leste,Impressora,Eletrônicos,10,219.4,164.03,Porto Alegre,RS,SUL,Crédito
2023-08-16,Cliente 175,Loja Centro,Mouse,Eletrônicos,4,926.74,644.64,Recife,PE,Sul,Crédito
2024-03-17,Cliente 46,Loja Norte,Notebook,Eletrônicos,7,1471.57,1075.1,Rio de Janeiro,RJ,centro-oeste,Pix
2024-06-30,Cliente 163,Loja Sul,Mesa,Móveis,5,299.68,217.28,Salvador,BA,Centro-Oeste,Boleto
2023-04-17,Cliente 163,Loja Centro,Teclado,Eletrônicos,10,1264.38,921.91,Belo Horizonte,MG,centro-oeste,Pix
2024-02-29,Cliente 192,Loja Centro,Fone de Ouvido,Acessórios,2,175.53,126.26,Recife,PE,Sudeste,Débito
2023-04-17,Cliente 114,Loja Sul,Impressora,Eletrônicos,5,1494.99,755.38,São Paulo,SP,CENTRO-OESTE,Pix
2024-01-24,Cliente 35,Loja Sul,Monitor,Eletrônicos,10,415.54,310.35,Brasília,DF,SUL,Crédito
2023-10-22,Cliente 82,Loja Leste,Notebook,Eletrônicos,7,2211.38,1467.71,Recife,PE,Sul,Débito
2024-11-30,Cliente 71,Loja Norte,Mouse,Eletrônicos,6,243.13,134.53,Recife,PE,Sul,Débito
2023-03-20,Cliente 18,Loja Centro,Mesa,Móveis,5,2972.63,1498.79,Porto Alegre,RS,Centro-Oeste,Débito
2024-11-05,Cliente 7,Loja Sul,Webcam,Acessórios,6,132.72,76.07,Brasília,DF,Sudeste,Boleto
2023-08-16,Cliente 169,Loja Norte,Impressora,Eletrônicos,2,921.41,554.64,Fortaleza,CE,sudeste,Boleto
2023-09-19,Cliente 189,Loja Centro,Mouse,Eletrônicos,8,2033.44,1209.97,Porto Alegre,RS,SUDESTE,Débito
2023-07-04,Cliente 130,Loja Oeste,Cadeira,Móveis,3,590.32,440.5,Goiânia,GO,sudeste,Pix
2023-12-29,Cliente 36,Loja Centro,Teclado,Eletrônicos,9,2073.46,1658.4,São Paulo,SP,Centro-Oeste,Boleto
2024-09-13,Cliente 111,Loja Norte,Fone de Ouvido,Acessórios,2,3404.05,1863.3,São Paulo,SP,Nordeste,Crédito
2023-05-20,Cliente 72,Loja Oeste,Mesa,Móveis,8,2591.51,2062.99,São Paulo,SP,sudeste,Débito
2024-12-05,Cliente 193,Loja Norte,Webcam,Acessórios,4,236.91,176.62,Porto Alegre,RS,Nordeste,Crédito
2023-09-03,Cliente 144,Loja Norte,Teclado,Eletrônicos,5,2121.22,1578.67,Fortaleza,CE,centro-oeste,Pix
2023-09-21,Cliente 54,Loja Oeste,Cadeira,Móveis,4,1712.32,1058.03,São Paulo,SP,CENTRO-OESTE,Pix
2023-08-19,Cliente 7,Loja Oeste,Teclado,Eletrônicos,6,2593.95,1311.88,Brasília,DF,nordeste,Pix
2023-05-12,Cliente 152,Loja Centro,Mouse,Eletrônicos,9,1469.55,843.14,Porto Alegre,RS,centro-oeste,Pix
2024-11-18,Cliente 131,Loja Leste,Notebook,Eletrônicos,1,2651.12,1542.2,Salvador,BA,sudeste,Pix
2023-08-05,Cliente 120,Loja Leste,Webcam,Acessórios,6,456.82,245.58,São Paulo,SP,SUDESTE,Crédito
2024-04-26,Cliente 147,Loja Norte,Notebook,Eletrônicos,1,1717.39,1007.56,Goiânia,GO,CENTRO-OESTE,Crédito
2023-01-11,Cliente 8,Loja Norte,Mouse,Eletrônicos,2,1721.27,990.47,Fortaleza,CE,SUL,Pix
2024-06-26,Cliente 102,Loja Sul,Impressora,Eletrônicos,9,2422.93,1876.82,Brasília,DF,Centro-Oeste,Débito
2023-01-06,Cliente 114,Loja Norte,Celular,Eletrônicos,5,2116.12,1315.08,Porto Alegre,RS,Sul,Boleto
2023-09-27,Cliente 27,Loja Norte,Impressora,Eletrônicos,5,2986.64,2205.57,São Paulo,SP,Sudeste,Crédito
2024-05-28,Cliente 164,Loja Norte,Fone de Ouvido,Acessórios,4,1555.43,1054.99,São Paulo,SP,Nordeste,Débito
2023-09-10,Cliente 199,Loja Sul,Fone de Ouvido,Acessórios,5,66.38,37.49,Goiânia,GO,sudeste,Boleto
2024-05-09,Cliente 113,Loja Sul,Notebook,Eletrônicos,7,2146.57,1529.57,Belo Horizonte,MG,SUDESTE,Boleto
2023-08-11,Cliente 171,Loja Centro,Impressora,Eletrônicos,5,3317.66,2589.75,Brasília,DF,nordeste,Débito
2023-09-25,Cliente 166,Loja Oeste,Impressora,Eletrônicos,9,289.77,172.28,Fortaleza,CE,sudeste,Débito
2024-09-16,Cliente 132,Loja Norte,Mesa,Móveis,8,1379.88,800.73,Curitiba,PR,CENTRO-OESTE,Débito
2024-09-05,Cliente 94,Loja Norte,Notebook,Eletrônicos,10,2681.91,1628.91,Curitiba,PR,nordeste,Crédito
2024-07-26,Cliente 120,Loja Norte,Fone de Ouvido,Acessórios,6,699.31,475.55,Brasília,DF,SUL,Crédito
2023-11-08,Cliente 117,Loja Sul,Mouse,Eletrônicos,5,2186.93,1488.69,Rio de Janeiro,RJ,SUL,Boleto
2024-09-22,Cliente 11,Loja Oeste,Monitor,Eletrônicos,8,177.45,129.23,Fortaleza,CE,nordeste,Boleto
2024-02-03,Cliente 87,Loja Oeste,Fone de Ouvido,Acessórios,10,1119.6,836.19,Rio de Janeiro,RJ,Centro-Oeste,Boleto
2024-11-10,Cliente 52,Loja Sul,Monitor,Eletrônicos,7,374.62,291.77,Goiânia,GO,Sudeste,Pix
2024-08-17,Cliente 25,Loja Centro,Celular,Eletrônicos,7,1917.95,1447.43,Curitiba,PR,centro-oeste,Crédito
2024-10-01,Cliente 164,Loja Sul,Cadeira,Móveis,8,3384.0,2010.54,Rio de Janeiro,RJ,Sul,Crédito
2024-06-02,Cliente 117,Loja Leste,Celular,Eletrônicos,2,3147.56,2048.61,Belo Horizonte,MG,sudeste,Boleto
2023-07-05,Cliente 60,Loja Leste,Webcam,Acessórios,2,1385.86,903.43,Goiânia,GO,Sul,Pix
2024-03-26,Cliente 143,Loja Leste,Mouse,Eletrônicos,1,959.73,727.19,Rio de Janeiro,RJ,Centro-Oeste,Crédito
2024-07-16,Cliente 18,Loja Oeste,Teclado,Eletrônicos,6,2841.8,2012.77,Recife,PE,SUDESTE,Crédito
2024-06-05,Cliente 94,Loja Norte,Teclado,Eletrônicos,9,2202.08,1661.16,Fortaleza,CE,SUL,Crédito
2024-12-13,Cliente 90,Loja Oeste,Webcam,Acessórios,1,2251.71,1323.24,Recife,PE,Nordeste,Pix
2023-08-08,Cliente 117,Loja Leste,Monitor,Eletrônicos,4,262.91,194.14,Fortaleza,CE,Sul,Crédito
2023-01-23,Cliente 127,Loja Centro,Fone de Ouvido,Acessórios,6,2000.92,1583.29,Salvador,BA,nordeste,Pix
2023-01-05,Cliente 16,Loja Sul,Cadeira,Móveis,2,984.89,582.69,Brasília,DF,Sudeste,Boleto
2023-05-06,Cliente 14,Loja Leste,Mesa,Móveis,1,564.04,413.03,Recife,PE,SUL,Crédito
2023-06-15,Cliente 46,Loja Oeste,Celular,Eletrônicos,8,598.23,372.9,Goiânia,GO,centro-oeste,Pix
2023-09-22,Cliente 151,Loja Leste,Cadeira,Móveis,8,3237.56,2340.08,Belo Horizonte,MG,CENTRO-OESTE,Débito
2024-02-25,Cliente 105,Loja Sul,Mesa,Móveis,10,1707.52,953.6,Rio de Janeiro,RJ,SUL,Boleto
2024-11-14,Cliente 187,Loja Norte,Mesa,Móveis,8,2935.29,2086.03,Brasília,DF,Centro-Oeste,Crédito
2023-05-27,Cliente 91,Loja Oeste,Notebook,Eletrônicos,4,3410.02,2467.0,Salvador,BA,Sudeste,Boleto
2024-02-15,Cliente 1,Loja Centro,Celular,Eletrônicos,2,1975.95,1103.59,Fortaleza,CE,Centro-Oeste,Pix
2023-12-25,Cliente 97,Loja Centro,Monitor,Eletrônicos,5,261.37,203.19,São Paulo,SP,Sudeste,Pix
2024-05-21,Cliente 120,Loja Sul,Mouse,Eletrônicos,2,1461.08,904.49,Curitiba,PR,SUDESTE,Boleto
2024-08-12,Cliente 181,Loja Leste,Notebook,Eletrônicos,2,3467.61,2650.65,Fortaleza,CE,sudeste,Boleto
2023-10-30,Cliente 46,Loja Leste,Impressora,Eletrônicos,6,81.98,62.47,Curitiba,PR,SUDESTE,Crédito
2024-02-21,Cliente 119,Loja Leste,Cadeira,Móveis,9,1939.77,1028.48,Curitiba,PR,SUDESTE,Débito
2023-03-15,Cliente 102,Loja Norte,Celular,Eletrônicos,3,2596.94,1541.55,São Paulo,SP,CENTRO-OESTE,Crédito
2024-05-09,Cliente 33,Loja Sul,Mesa,Móveis,5,3484.86,2027.54,Brasília,DF,nordeste,Crédito
2024-10-31,Cliente 12,Loja Norte,Cadeira,Móveis,8,3461.46,2262.8,Recife,PE,nordeste,Crédito
2023-02-03,Cliente 170,Loja Norte,Impressora,Eletrônicos,6,2499.6,1776.92,Rio de Janeiro,RJ,nordeste,Crédito
2024-04-27,Cliente 58,Loja Centro,Monitor,Eletrônicos,1,2470.42,1880.62,Porto Alegre,RS,SUDESTE,Débito
2023-11-27,Cliente 74,Loja Centro,Notebook,Eletrônicos,7,1564.73,972.92,Recife,PE,Nordeste,Débito
2024-12-09,Cliente 106,Loja Oeste,Teclado,Eletrônicos,3,2213.87,1539.92,Porto Alegre,RS,SUL,Débito
2024-03-20,Cliente 19,Loja Leste,Mesa,Móveis,3,3310.41,2152.34,Curitiba,PR,centro-oeste,Crédito
2023-02-02,Cliente 86,Loja Leste,Mesa,Móveis,2,877.17,693.06,Brasília,DF,Sul,Débito
2024-07-25,Cliente 194,Loja Oeste,Mouse,Eletrônicos,7,2726.39,1726.01,Curitiba,PR,nordeste,Pix
2023-05-03,Cliente 8,Loja Leste,Mesa,Móveis,6,510.17,271.95,Salvador,BA,Sudeste,Pix
2024-09-29,Cliente 96,Loja Centro,Mesa,Móveis,1,1306.39,1028.24,Fortaleza,CE,centro-oeste,Boleto
2023-07-15,Cliente 88,Loja Oeste,Fone de Ouvido,Acessórios,5,1048.06,563.87,Fortaleza,CE,CENTRO-OESTE,Boleto
2024-02-13,Cliente 64,Loja Sul,Teclado,Eletrônicos,9,1420.15,774.18,Salvador,BA,nordeste,Crédito
2024-01-10,Cliente 23,Loja Leste,Notebook,Eletrônicos,3,1204.81,727.41,Recife,PE,CENTRO-OESTE,Boleto
2023-09-14,Cliente 151,Loja Sul,Mesa,Móveis,10,742.61,566.8,Rio de Janeiro,RJ,Sul,Crédito
2023-12-09,Cliente 136,Loja Centro,Teclado,Eletrônicos,4,971.56,738.86,Fortaleza,CE,sudeste,Boleto
2023-04-02,Cliente 102,Loja Sul,Impressora,Eletrônicos,2,730.89,424.39,Belo Horizonte,MG,nordeste,Crédito
2023-05-25,Cliente 33,Loja Sul,Mesa,Móveis,7,2706.57,1554.87,Belo Horizonte,MG,Centro-Oeste,Crédito
2023-04-21,Cliente 43,Loja Oeste,Fone de Ouvido,Acessórios,1,419.88,276.45,Rio de Janeiro,RJ,Centro-Oeste,Crédito
2024-07-22,Cliente 154,Loja Sul,Webcam,Acessórios,9,990.02,725.01,Brasília,DF,Sul,Boleto
2024-06-11,Cliente 29,Loja Leste,Cadeira,Móveis,2,2842.77,2184.02,Brasília,DF,CENTRO-OESTE,Débito
2024-07-08,Cliente 152,Loja Oeste,Notebook,Eletrônicos,9,2988.29,1784.28,São Paulo,SP,Sudeste,Pix
2023-08-10,Cliente 73,Loja Centro,Fone de Ouvido,Acessórios,9,466.55,235.53,São Paulo,SP,Nordeste,Crédito
2024-12-28,Cliente 57,Loja Sul,Fone de Ouvido,Acessórios,1,1219.91,968.95,Rio de Janeiro,RJ,centro-oeste,Boleto
2023-08-30,Cliente 18,Loja Centro,Webcam,Acessórios,1,2239.93,1766.03,Goiânia,GO,nordeste,Boleto
2024-10-13,Cliente 20,Loja Norte,Webcam,Acessórios,7,126.04,68.2,Porto Alegre,RS,SUL,Boleto
2024-12-23,Cliente 176,Loja Sul,Celular,Eletrônicos,5,547.44,292.57,Recife,PE,CENTRO-OESTE,Débito
2024-09-28,Cliente 131,Loja Oeste,Impressora,Eletrônicos,1,1626.78,1208.08,Belo Horizonte,MG,SUL,Pix
2023-06-02,Cliente 1,Loja Norte,Webcam,Acessórios,3,1391.34,1055.46,Rio de Janeiro,RJ,Sul,Crédito
2024-05-22,Cliente 184,Loja Centro,Cadeira,Móveis,6,1489.52,1051.68,Recife,PE,nordeste,Boleto
2023-10-20,Cliente 148,Loja Oeste,Mesa,Móveis,9,2229.43,1255.89,Fortaleza,CE,Nordeste,Crédito
2023-10-25,Cliente 167,Loja Centro,Cadeira,Móveis,9,2015.84,1463.78,Curitiba,PR,nordeste,Pix
